ID,Reason_absence,year,Month,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_Average,Target,Disciplinary_failure,Education,Son,Drinker,Smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_time,Salary
11,18,2008,8,4,1,289,36,13,33,3.4,92,0,1,2,1,0,1,90,172,30,8,9894.173608
2,18,2008,8,5,1,235,29,12,48,3.4,92,0,1,1,0,1,5,88,163,33,8,9739.025979
10,23,2008,8,2,1,361,52,3,28,3.4,92,0,1,1,1,0,4,80,172,27,1,9424.298778
3,23,2008,8,2,1,179,51,18,38,3.4,92,0,1,0,1,0,0,89,170,31,2,9569.592805
11,23,2008,8,3,1,289,36,13,33,3.4,92,0,1,2,1,0,1,90,172,30,1,10187.55164
33,23,2008,8,4,1,248,25,14,47,3.4,92,0,1,2,0,0,1,86,165,32,2,10719.57536
1,23,2008,8,5,1,235,11,14,37,3.4,92,0,3,1,0,0,1,88,172,29,4,17430.34537
20,23,2008,8,6,1,260,50,11,36,3.4,92,0,1,4,1,0,0,65,168,23,4,8832.34056
3,23,2008,8,6,1,179,51,18,38,3.4,92,0,1,0,1,0,0,89,170,31,2,9878.520736
11,24,2008,8,3,1,289,36,13,33,3.4,92,0,1,2,1,0,1,90,172,30,8,9400.482264
10,25,2008,8,2,1,361,52,3,28,3.4,92,0,1,1,1,0,4,80,172,27,7,10441.89568
30,28,2008,8,4,1,157,27,6,29,3.4,92,0,1,0,1,1,0,75,185,22,4,9948.296012
20,28,2008,8,6,1,260,50,11,36,3.4,92,0,1,4,1,0,0,65,168,23,4,10502.79105
2,28,2008,8,6,1,235,29,12,48,3.4,92,0,1,1,0,1,5,88,163,33,8,9334.355144
29,0,2008,9,2,4,225,26,9,28,4,92,1,1,1,0,0,2,69,169,24,0,13346.21329
20,0,2008,9,2,4,260,50,11,36,4,92,1,1,4,1,0,0,65,168,23,0,13357.14952
36,0,2008,9,3,4,118,13,18,50,4,92,1,1,1,1,0,0,98,178,31,0,13277.21663
11,0,2008,9,3,4,289,36,13,33,4,92,1,1,2,1,0,1,90,172,30,0,13327.32602
13,0,2008,9,4,4,369,17,12,31,4,92,1,1,3,1,0,0,70,169,25,0,13227.3946
15,14,2008,9,2,4,291,31,12,40,4,92,0,1,1,1,0,1,73,171,25,32,13358.11634
28,18,2008,9,4,4,225,26,9,28,4,92,0,1,1,0,0,2,69,169,24,3,13276.6492
5,19,2008,9,3,1,235,20,13,43,4,92,0,1,1,1,0,0,106,167,38,8,13411.28256
20,22,2008,9,6,1,260,50,11,36,4,92,0,1,4,1,0,0,65,168,23,8,13366.84353
34,23,2008,9,2,1,118,10,10,37,4,92,0,1,0,0,0,0,83,172,28,4,13421.64732
34,23,2008,9,2,1,118,10,10,37,4,92,0,1,0,0,0,0,83,172,28,3,13397.14353
27,23,2008,9,3,1,184,42,7,27,4,92,0,1,0,0,0,0,58,167,21,2,13453.84701
3,23,2008,9,3,1,179,51,18,38,4,92,0,1,0,1,0,0,89,170,31,4,13421.21857
3,23,2008,9,3,1,179,51,18,38,4,92,0,1,0,1,0,0,89,170,31,3,13392.24424
14,23,2008,9,4,1,155,12,14,34,4,92,0,1,2,1,0,0,95,196,25,2,13403.18409
15,23,2008,9,5,1,291,31,12,40,4,92,0,1,1,1,0,1,73,171,25,4,13388.91654
34,23,2008,9,3,4,118,10,10,37,4,92,0,1,0,0,0,0,83,172,28,2,13328.06612
28,23,2008,9,3,4,225,26,9,28,4,92,0,1,1,0,0,2,69,169,24,2,13330.37972
3,23,2008,9,4,4,179,51,18,38,4,92,0,1,0,1,0,0,89,170,31,3,13235.16913
33,23,2008,9,6,4,248,25,14,47,4,92,0,1,2,0,0,1,86,165,32,1,13214.72302
20,23,2008,9,6,4,260,50,11,36,4,92,0,1,4,1,0,0,65,168,23,4,13207.82125
3,23,2008,9,6,4,179,51,18,38,4,92,0,1,0,1,0,0,89,170,31,3,13211.35634
36,0,2008,10,4,4,118,13,18,50,4.2,93,1,1,1,1,0,0,98,178,31,0,14141.47759
15,14,2008,10,3,4,291,31,12,40,4.2,93,0,1,1,1,0,1,73,171,25,8,14035.61462
20,19,2008,10,5,4,260,50,11,36,4.2,93,0,1,4,1,0,0,65,168,23,16,14067.7807
34,23,2008,10,3,4,118,10,10,37,4.2,93,0,1,0,0,0,0,83,172,28,3,14142.18597
34,23,2008,10,3,4,118,10,10,37,4.2,93,0,1,0,0,0,0,83,172,28,3,14100.04856
3,23,2008,10,3,4,179,51,18,38,4.2,93,0,1,0,1,0,0,89,170,31,3,14142.71354
33,23,2008,10,4,4,248,25,14,47,4.2,93,0,1,2,0,0,1,86,165,32,2,14089.01769
28,23,2008,10,4,4,225,26,9,28,4.2,93,0,1,1,0,0,2,69,169,24,2,14094.16222
28,23,2008,10,4,4,225,26,9,28,4.2,93,0,1,1,0,0,2,69,169,24,3,14071.76679
3,23,2008,10,4,4,179,51,18,38,4.2,93,0,1,0,1,0,0,89,170,31,8,14071.85428
22,23,2008,10,5,4,179,26,9,30,4.2,93,0,3,0,0,0,0,56,171,19,1,18142.42505
15,23,2008,10,5,4,291,31,12,40,4.2,93,0,1,1,1,0,1,73,171,25,5,14087.37363
28,23,2008,10,6,4,225,26,9,28,4.2,93,0,1,1,0,0,2,69,169,24,3,14112.34345
10,23,2008,10,6,4,361,52,3,28,4.2,93,0,1,1,1,0,4,80,172,27,1,14008.5785
3,23,2008,10,6,4,179,51,18,38,4.2,93,0,1,0,1,0,0,89,170,31,3,14119.27745
11,26,2008,10,4,4,289,36,13,33,4.2,93,0,1,2,1,0,1,90,172,30,8,14017.63076
28,28,2008,10,3,4,225,26,9,28,4.2,93,0,1,1,0,0,2,69,169,24,2,14023.55745
20,28,2008,10,6,4,260,50,11,36,4.2,93,0,1,4,1,0,0,65,168,23,3,13989.88129
14,6,2008,11,6,4,155,12,14,34,5.1,93,0,1,2,1,0,0,95,196,25,8,15805.50338
11,7,2008,11,4,4,289,36,13,33,5.1,93,0,1,2,1,0,1,90,172,30,24,15733.89277
14,10,2008,11,2,4,155,12,14,34,5.1,93,0,1,2,1,0,0,95,196,25,32,15829.39616
3,13,2008,11,5,4,179,51,18,38,5.1,93,0,1,0,1,0,0,89,170,31,8,15846.77205
28,13,2008,11,6,4,225,26,9,28,5.1,93,0,1,1,0,0,2,69,169,24,3,15785.50378
15,14,2008,11,2,4,291,31,12,40,5.1,93,0,1,1,1,0,1,73,171,25,40,15809.97127
17,21,2008,11,4,4,179,22,17,40,5.1,93,0,2,2,0,1,0,63,170,22,8,17322.36539
17,21,2008,11,5,4,179,22,17,40,5.1,93,0,2,2,0,1,0,63,170,22,8,17326.60238
6,22,2008,11,2,4,189,29,13,33,5.1,93,0,1,2,0,0,2,69,167,25,8,15810.41875
28,23,2008,11,4,4,225,26,9,28,5.1,93,0,1,1,0,0,2,69,169,24,1,15847.18595
28,23,2008,11,4,4,225,26,9,28,5.1,93,0,1,1,0,0,2,69,169,24,1,15806.28814
28,23,2008,11,4,4,225,26,9,28,5.1,93,0,1,1,0,0,2,69,169,24,3,15785.84804
15,23,2008,11,5,4,291,31,12,40,5.1,93,0,1,1,1,0,1,73,171,25,5,15830.93171
15,23,2008,11,5,4,291,31,12,40,5.1,93,0,1,1,1,0,1,73,171,25,3,15713.23712
3,23,2008,11,5,4,179,51,18,38,5.1,93,0,1,0,1,0,0,89,170,31,1,15850.05712
33,28,2008,11,2,4,248,25,14,47,5.1,93,0,1,2,0,0,1,86,165,32,1,15751.88426
28,28,2008,11,3,4,225,26,9,28,5.1,93,0,1,1,0,0,2,69,169,24,3,15749.95514
20,28,2008,11,6,4,260,50,11,36,5.1,93,0,1,4,1,0,0,65,168,23,4,15758.17257
24,19,2008,12,6,2,246,25,16,41,4.4,97,0,1,0,1,0,0,67,170,23,8,14251.60526
34,19,2008,12,3,4,118,10,10,37,4.4,97,0,1,0,0,0,0,83,172,28,64,14293.50129
34,19,2008,12,3,4,118,10,10,37,4.4,97,0,1,0,0,0,0,83,172,28,56,14276.21053
10,22,2008,12,4,4,361,52,3,28,4.4,97,0,1,1,1,0,4,80,172,27,8,14275.73917
10,22,2008,12,4,4,361,52,3,28,4.4,97,0,1,1,1,0,4,80,172,27,8,14258.25733
28,23,2008,12,6,2,225,26,9,28,4.4,97,0,1,1,0,0,2,69,169,24,2,14241.20158
33,23,2008,12,3,4,248,25,14,47,4.4,97,0,1,2,0,0,1,86,165,32,1,14301.79353
28,23,2008,12,3,4,225,26,9,28,4.4,97,0,1,1,0,0,2,69,169,24,2,14261.5027
36,23,2008,12,4,4,118,13,18,50,4.4,97,0,1,1,1,0,0,98,178,31,2,14291.16654
28,23,2008,12,5,4,225,26,9,28,4.4,97,0,1,1,0,0,2,69,169,24,2,14290.66162
1,26,2008,12,4,4,235,11,14,37,4.4,97,0,3,1,0,0,1,88,172,29,8,18175.76972
20,26,2008,12,6,4,260,50,11,36,4.4,97,0,1,4,1,0,0,65,168,23,8,14284.12417
34,27,2008,12,6,4,118,10,10,37,4.4,97,0,1,0,0,0,0,83,172,28,2,14252.71357
28,28,2008,12,5,4,225,26,9,28,4.4,97,0,1,1,0,0,2,69,169,24,3,14272.91624
20,28,2008,12,6,4,260,50,11,36,4.4,97,0,1,4,1,0,0,65,168,23,3,14265.65212
22,18,2009,1,3,2,179,26,9,30,5.1,95,0,3,0,0,0,0,56,171,19,8,19191.98066
14,18,2009,1,3,2,155,12,14,34,5.1,95,0,1,2,1,0,0,95,196,25,8,16028.80812
11,18,2009,1,3,2,289,36,13,33,5.1,95,0,1,2,1,0,1,90,172,30,8,15903.56461
34,19,2009,1,2,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,1,16029.83776
11,22,2009,1,5,2,289,36,13,33,5.1,95,0,1,2,1,0,1,90,172,30,3,15853.60556
28,23,2009,1,3,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,1,15875.66797
28,23,2009,1,4,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,1,16032.00261
27,23,2009,1,5,2,184,42,7,27,5.1,95,0,1,0,0,0,0,58,167,21,2,16016.71197
27,23,2009,1,5,2,184,42,7,27,5.1,95,0,1,0,0,0,0,58,167,21,2,15886.7997
34,27,2009,1,2,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15974.90659
34,27,2009,1,2,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15943.89499
34,27,2009,1,2,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,0,15880.56779
34,27,2009,1,3,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,1,16029.0013
34,27,2009,1,3,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15968.34895
34,27,2009,1,3,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15942.21211
28,27,2009,1,3,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,2,15969.79686
34,27,2009,1,4,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15965.47654
34,27,2009,1,4,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15892.0399
28,27,2009,1,4,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,2,16022.03918
34,27,2009,1,5,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15958.04191
34,27,2009,1,5,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15883.78202
34,27,2009,1,6,2,118,10,10,37,5.1,95,0,1,0,0,0,0,83,172,28,2,15949.0643
28,27,2009,1,6,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,1,15979.96492
28,28,2009,1,5,2,225,26,9,28,5.1,95,0,1,1,0,0,2,69,169,24,2,16002.18075
31,1,2009,2,3,2,388,15,9,50,5,99,0,1,0,0,0,0,76,178,24,8,15679.00367
24,1,2009,2,4,2,246,25,16,41,5,99,0,1,0,1,0,0,67,170,23,8,15709.63651
31,11,2009,2,2,2,388,15,9,50,5,99,0,1,0,0,0,0,76,178,24,8,15680.98501
3,11,2009,2,4,2,179,51,18,38,5,99,0,1,0,1,0,0,89,170,31,8,15700.32805
18,18,2009,2,2,2,330,16,4,28,5,99,0,2,0,0,0,0,84,182,25,8,17319.94344
6,19,2009,2,5,2,189,29,13,33,5,99,0,1,2,0,0,2,69,167,25,8,15639.10988
11,22,2009,2,6,2,289,36,13,33,5,99,0,1,2,1,0,1,90,172,30,8,15685.50525
28,23,2009,2,3,2,225,26,9,28,5,99,0,1,1,0,0,2,69,169,24,2,15656.25701
27,23,2009,2,3,2,184,42,7,27,5,99,0,1,0,0,0,0,58,167,21,8,15651.91237
22,23,2009,2,3,2,179,26,9,30,5,99,0,3,0,0,0,0,56,171,19,1,19073.5197
18,23,2009,2,3,2,330,16,4,28,5,99,0,2,0,0,0,0,84,182,25,1,17309.98088
28,23,2009,2,4,2,225,26,9,28,5,99,0,1,1,0,0,2,69,169,24,1,15639.52727
6,23,2009,2,5,2,189,29,13,33,5,99,0,1,2,0,0,2,69,167,25,8,15687.7668
27,23,2009,2,6,2,184,42,7,27,5,99,0,1,0,0,0,0,58,167,21,1,15711.47675
28,25,2009,2,5,2,225,26,9,28,5,99,0,1,1,0,0,2,69,169,24,3,15641.03771
28,28,2009,2,2,2,225,26,9,28,5,99,0,1,1,0,0,2,69,169,24,2,15675.36424
14,28,2009,2,5,2,155,12,14,34,5,99,0,1,2,1,0,0,95,196,25,2,15697.77097
20,28,2009,2,6,2,260,50,11,36,5,99,0,1,4,1,0,0,65,168,23,2,15686.36834
14,1,2009,3,2,2,155,12,14,34,5.7,95,0,1,2,1,0,0,95,196,25,16,16445.50612
11,6,2009,3,5,2,289,36,13,33,5.7,95,0,1,2,1,0,1,90,172,30,8,16443.01445
17,8,2009,3,5,2,179,22,17,40,5.7,95,0,2,2,0,1,0,63,170,22,8,17397.23119
17,11,2009,3,2,2,179,22,17,40,5.7,95,0,2,2,0,1,0,63,170,22,40,17397.24868
28,11,2009,3,2,3,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,8,16390.5394
28,11,2009,3,3,3,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,8,16389.63182
28,11,2009,3,4,3,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,16,16388.33466
14,13,2009,3,3,2,155,12,14,34,5.7,95,0,1,2,1,0,0,95,196,25,8,16443.30462
3,13,2009,3,3,2,179,51,18,38,5.7,95,0,1,0,1,0,0,89,170,31,24,16407.47381
20,13,2009,3,4,2,260,50,11,36,5.7,95,0,1,4,1,0,0,65,168,23,8,16467.12219
22,13,2009,3,5,2,179,26,9,30,5.7,95,0,3,0,0,0,0,56,171,19,8,20152.73544
20,13,2009,3,6,2,260,50,11,36,5.7,95,0,1,4,1,0,0,65,168,23,40,16456.48935
22,13,2009,3,2,3,179,26,9,30,5.7,95,0,3,0,0,0,0,56,171,19,1,19929.98601
3,13,2009,3,4,3,179,51,18,38,5.7,95,0,1,0,1,0,0,89,170,31,3,16372.59267
7,14,2009,3,2,2,279,5,14,39,5.7,95,0,1,2,1,1,0,68,168,24,8,16419.52399
33,14,2009,3,6,2,248,25,14,47,5.7,95,0,1,2,0,0,1,86,165,32,3,16465.65065
7,14,2009,3,5,3,279,5,14,39,5.7,95,0,1,2,1,1,0,68,168,24,16,16364.82054
33,14,2009,3,6,3,248,25,14,47,5.7,95,0,1,2,0,0,1,86,165,32,3,16356.18333
17,17,2009,3,3,2,179,22,17,40,5.7,95,0,2,2,0,1,0,63,170,22,8,17417.77832
30,19,2009,3,3,2,157,27,6,29,5.7,95,0,1,0,1,1,0,75,185,22,3,16522.68643
20,19,2009,3,3,2,260,50,11,36,5.7,95,0,1,4,1,0,0,65,168,23,8,16535.26957
15,22,2009,3,4,2,291,31,12,40,5.7,95,0,1,1,1,0,1,73,171,25,8,16492.43031
28,23,2009,3,4,2,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,2,16394.81425
28,23,2009,3,6,2,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,1,16422.98895
20,26,2009,3,2,2,260,50,11,36,5.7,95,0,1,4,1,0,0,65,168,23,16,16444.42279
19,28,2009,3,3,2,291,50,12,32,5.7,95,0,1,0,1,0,0,65,169,23,2,16552.85178
20,28,2009,3,6,2,260,50,11,36,5.7,95,0,1,4,1,0,0,65,168,23,4,16425.72593
28,28,2009,3,2,3,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,1,16341.85033
28,28,2009,3,6,3,225,26,9,28,5.7,95,0,1,1,0,0,2,69,169,24,2,16358.04741
2,0,2009,4,2,3,235,29,12,48,5.4,96,1,1,1,0,1,5,88,163,33,0,16094.59528
1,7,2009,4,6,3,235,11,14,37,5.4,96,0,3,1,0,0,1,88,172,29,3,19535.09105
14,12,2009,4,4,3,155,12,14,34,5.4,96,0,1,2,1,0,0,95,196,25,24,16102.65108
24,13,2009,4,4,3,246,25,16,41,5.4,96,0,1,0,1,0,0,67,170,23,24,16210.62433
3,13,2009,4,4,3,179,51,18,38,5.4,96,0,1,0,1,0,0,89,170,31,24,16190.26507
11,13,2009,4,5,3,289,36,13,33,5.4,96,0,1,2,1,0,1,90,172,30,16,16095.57667
24,14,2009,4,6,3,246,25,16,41,5.4,96,0,1,0,1,0,0,67,170,23,8,16168.07593
11,19,2009,4,3,3,289,36,13,33,5.4,96,0,1,2,1,0,1,90,172,30,8,16114.75613
23,19,2009,4,4,3,378,49,11,36,5.4,96,0,1,2,0,1,4,65,174,21,8,16098.88779
20,19,2009,4,6,3,260,50,11,36,5.4,96,0,1,4,1,0,0,65,168,23,56,16120.4463
28,23,2009,4,4,3,225,26,9,28,5.4,96,0,1,1,0,0,2,69,169,24,1,16215.26327
36,23,2009,4,5,3,118,13,18,50,5.4,96,0,1,1,1,0,0,98,178,31,1,16181.05415
14,23,2009,4,5,3,155,12,14,34,5.4,96,0,1,2,1,0,0,95,196,25,1,16204.04146
15,23,2009,4,6,3,291,31,12,40,5.4,96,0,1,1,1,0,1,73,171,25,3,16174.93716
14,28,2009,4,3,3,155,12,14,34,5.4,96,0,1,2,1,0,0,95,196,25,1,16214.74841
15,28,2009,4,4,3,291,31,12,40,5.4,96,0,1,1,1,0,1,73,171,25,1,16229.61058
33,28,2009,4,6,3,248,25,14,47,5.4,96,0,1,2,0,0,1,86,165,32,8,16121.48037
28,28,2009,4,6,3,225,26,9,28,5.4,96,0,1,1,0,0,2,69,169,24,2,16196.06015
20,28,2009,4,6,3,260,50,11,36,5.4,96,0,1,4,1,0,0,65,168,23,4,16194.40804
15,28,2009,4,6,3,291,31,12,40,5.4,96,0,1,1,1,0,1,73,171,25,1,16162.02179
31,0,2009,5,4,3,388,15,9,50,6.3,92,1,1,0,0,0,0,76,178,24,0,16710.68215
23,0,2009,5,4,3,378,49,11,36,6.3,92,1,1,2,0,1,4,65,174,21,0,16719.87233
18,0,2009,5,4,3,330,16,4,28,6.3,92,1,2,0,0,0,0,84,182,25,0,17420.57665
7,0,2009,5,4,3,279,5,14,39,6.3,92,1,1,2,1,1,0,68,168,24,0,16722.38785
27,7,2009,5,4,3,184,42,7,27,6.3,92,0,1,0,0,0,0,58,167,21,4,16766.29249
3,11,2009,5,3,3,179,51,18,38,6.3,92,0,1,0,1,0,0,89,170,31,1,16709.69173
3,12,2009,5,3,3,179,51,18,38,6.3,92,0,1,0,1,0,0,89,170,31,1,16733.46946
36,13,2009,5,4,3,118,13,18,50,6.3,92,0,1,1,1,0,0,98,178,31,24,16682.66824
11,13,2009,5,4,3,289,36,13,33,6.3,92,0,1,2,1,0,1,90,172,30,8,16831.37454
11,13,2009,5,4,3,289,36,13,33,6.3,92,0,1,2,1,0,1,90,172,30,24,16726.77256
3,18,2009,5,3,3,179,51,18,38,6.3,92,0,1,0,1,0,0,89,170,31,8,16799.28387
28,19,2009,5,3,3,225,26,9,28,6.3,92,0,1,1,0,0,2,69,169,24,8,16766.43171
10,22,2009,5,6,3,361,52,3,28,6.3,92,0,1,1,1,0,4,80,172,27,8,16671.95131
14,28,2009,5,2,3,155,12,14,34,6.3,92,0,1,2,1,0,0,95,196,25,1,16804.79665
14,28,2009,5,2,3,155,12,14,34,6.3,92,0,1,2,1,0,0,95,196,25,2,16759.90651
14,28,2009,5,5,3,155,12,14,34,6.3,92,0,1,2,1,0,0,95,196,25,2,16829.76989
24,10,2009,6,2,3,246,25,16,41,6.3,94,0,1,0,1,0,0,67,170,23,8,16601.19172
24,10,2009,6,3,3,246,25,16,41,6.3,94,0,1,0,1,0,0,67,170,23,24,16617.11898
24,10,2009,6,6,3,246,25,16,41,6.3,94,0,1,0,1,0,0,67,170,23,8,16604.81849
3,11,2009,6,2,3,179,51,18,38,6.3,94,0,1,0,1,0,0,89,170,31,8,16603.18965
3,11,2009,6,6,3,179,51,18,38,6.3,94,0,1,0,1,0,0,89,170,31,2,16557.53703
36,13,2009,6,4,3,118,13,18,50,6.3,94,0,1,1,1,0,0,98,178,31,8,16586.83075
36,13,2009,6,4,3,118,13,18,50,6.3,94,0,1,1,1,0,0,98,178,31,80,16576.27162
1,13,2009,6,6,3,235,11,14,37,6.3,94,0,3,1,0,0,1,88,172,29,16,20258.18802
24,19,2009,6,2,3,246,25,16,41,6.3,94,0,1,0,1,0,0,67,170,23,8,16645.14277
10,22,2009,6,2,3,361,52,3,28,6.3,94,0,1,1,1,0,4,80,172,27,8,16620.77707
23,22,2009,6,5,3,378,49,11,36,6.3,94,0,1,2,0,1,4,65,174,21,8,16562.04727
14,23,2009,6,2,3,155,12,14,34,6.3,94,0,1,2,1,0,0,95,196,25,4,16603.1269
36,23,2009,6,3,3,118,13,18,50,6.3,94,0,1,1,1,0,0,98,178,31,1,16578.7176
15,23,2009,6,5,3,291,31,12,40,6.3,94,0,1,1,1,0,1,73,171,25,4,16614.88842
32,28,2009,6,2,1,289,48,29,49,6.3,94,0,1,0,0,0,2,108,172,36,2,16555.92898
28,28,2009,6,5,1,225,26,9,28,6.3,94,0,1,1,0,0,2,69,169,24,2,16552.90363
20,0,2009,7,5,1,260,50,11,36,4.6,98,1,1,4,1,0,0,65,168,23,0,15078.78376
18,1,2009,7,2,1,330,16,4,28,4.6,98,0,2,0,0,0,0,84,182,25,8,17198.85862
18,1,2009,7,3,1,330,16,4,28,4.6,98,0,2,0,0,0,0,84,182,25,8,17190.35816
36,1,2009,7,4,1,118,13,18,50,4.6,98,0,1,1,1,0,0,98,178,31,8,15124.59272
34,5,2009,7,6,1,118,10,10,37,4.6,98,0,1,0,0,0,0,83,172,28,8,15119.36867
22,18,2009,7,5,1,179,26,9,30,4.6,98,0,3,0,0,0,0,56,171,19,8,18901.21823
11,19,2009,7,2,1,289,36,13,33,4.6,98,0,1,2,1,0,1,90,172,30,32,15092.03236
14,19,2009,7,3,1,155,12,14,34,4.6,98,0,1,2,1,0,0,95,196,25,16,15126.06006
11,19,2009,7,5,1,289,36,13,33,4.6,98,0,1,2,1,0,1,90,172,30,8,15083.20424
10,22,2009,7,3,1,361,52,3,28,4.6,98,0,1,1,1,0,4,80,172,27,8,15105.08464
30,25,2009,7,2,1,157,27,6,29,4.6,98,0,1,0,1,1,0,75,185,22,3,15111.42169
14,25,2009,7,6,1,155,12,14,34,4.6,98,0,1,2,1,0,0,95,196,25,2,15116.05934
18,26,2009,7,3,1,330,16,4,28,4.6,98,0,2,0,0,0,0,84,182,25,8,17214.52991
11,26,2009,7,4,1,289,36,13,33,4.6,98,0,1,2,1,0,1,90,172,30,8,15095.42261
3,26,2009,7,5,1,179,51,18,38,4.6,98,0,1,0,1,0,0,89,170,31,8,15093.83666
34,26,2009,7,6,1,118,10,10,37,4.6,98,0,1,0,0,0,0,83,172,28,4,15116.78514
27,6,2009,8,4,1,184,42,7,27,4.4,94,0,1,0,0,0,0,58,167,21,8,14739.39557
10,8,2009,8,3,1,361,52,3,28,4.4,94,0,1,1,1,0,4,80,172,27,8,14742.75831
21,11,2009,8,5,1,268,11,8,33,4.4,94,0,2,0,0,0,0,79,178,25,8,17112.30746
36,13,2009,8,5,1,118,13,18,50,4.4,94,0,1,1,1,0,0,98,178,31,3,14762.98962
26,13,2009,8,5,1,300,26,13,43,4.4,94,0,1,2,1,1,1,77,175,25,1,14795.23207
26,14,2009,8,5,1,300,26,13,43,4.4,94,0,1,2,1,1,1,77,175,25,2,14793.9219
9,18,2009,8,3,1,228,14,16,58,4.4,94,0,1,2,0,0,1,65,172,22,8,14801.47875
1,19,2009,8,5,1,235,11,14,37,4.4,94,0,3,1,0,0,1,88,172,29,8,18597.69476
30,19,2009,8,6,1,157,27,6,29,4.4,94,0,1,0,1,1,0,75,185,22,3,14819.98843
